,Date,ObsTime,StnPres,SeaPres,Temperature,Td_Dew_point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,CloudAmount
598,2021/01/22,23:00,1000.2,1010.2,19.5,19.0,97,0.5,40,1.2,20,0.0,0.0,...,0.00,12.0,0,2.0
599,2021/01/22,24:00,1000.3,1010.4,19.1,18.8,98,1.0,340,2.3,360,0.0,0.0,...,0.00,...,0,...
600,2021/01/23,01:00,1000.7,1010.8,19.3,19.0,98,1.0,210,2.6,180,0.0,0.0,...,0.00,...,0,...
601,2021/01/23,02:00,1001.0,1011.1,19.0,18.2,95,1.2,20,3.2,360,0.0,0.0,...,0.00,9.0,0,9.0
602,2021/01/23,03:00,1000.5,1010.6,19.0,18.0,94,0.7,30,2.9,10,0.0,0.0,...,0.00,...,0,...
603,2021/01/23,04:00,1001.1,1011.2,19.1,17.9,93,0.8,360,2.9,320,0.0,0.0,...,0.00,...,0,...
604,2021/01/23,05:00,1001.6,1011.7,19.1,17.2,89,1.4,20,4.2,350,0.0,0.0,...,0.00,10.0,0,10.0
605,2021/01/23,06:00,1002.4,1012.5,17.9,17.1,95,0.7,340,4.1,20,0.0,0.0,0.0,0.00,...,0,...
606,2021/01/23,07:00,1002.9,1013.0,17.9,16.9,94,0.4,60,2.4,10,0.0,0.0,0.0,0.01,...,0,...
607,2021/01/23,08:00,1003.5,1013.6,18.9,17.2,90,0.9,10,2.7,360,0.0,0.0,0.5,0.36,10.0,0,4.0
608,2021/01/23,09:00,1003.8,1013.8,20.4,17.2,82,1.2,320,3.1,330,0.0,0.0,1.0,1.18,10.0,1,2.0
609,2021/01/23,10:00,1003.9,1013.9,22.4,17.8,75,1.8,340,4.3,320,0.0,0.0,1.0,1.86,...,3,...
610,2021/01/23,11:00,1003.5,1013.4,23.4,17.6,70,1.6,340,4.7,350,0.0,0.0,1.0,2.39,10.0,6,0.0
611,2021/01/23,12:00,1002.7,1012.6,24.4,17.4,65,2.0,350,4.9,340,0.0,0.0,1.0,2.73,...,7,...
612,2021/01/23,13:00,1002.0,1011.9,23.9,17.7,68,2.7,330,6.9,360,0.0,0.0,1.0,2.83,...,7,...
613,2021/01/23,14:00,1001.3,1011.1,25.9,17.6,60,1.6,350,6.0,330,0.0,0.0,1.0,2.54,10.0,6,1.0
614,2021/01/23,15:00,1000.3,1010.2,24.8,16.8,61,2.3,350,7.9,170,0.0,0.0,1.0,2.07,...,4,...
615,2021/01/23,16:00,1000.0,1009.9,24.8,16.5,60,2.1,330,7.0,360,0.0,0.0,1.0,1.39,...,2,...
616,2021/01/23,17:00,1001.5,1011.4,22.8,17.1,70,2.8,10,6.8,340,0.0,0.0,1.0,0.60,10.0,1,0.0
617,2021/01/23,18:00,1002.9,1013.0,19.5,16.4,82,3.2,360,8.0,30,0.0,0.0,0.2,0.05,...,0,...
618,2021/01/23,19:00,1003.8,1013.9,19.8,16.5,81,1.3,340,6.8,10,0.0,0.0,0.0,0.00,...,0,...
619,2021/01/23,20:00,1004.9,1015.0,19.1,16.2,83,1.2,340,4.1,340,0.0,0.0,...,0.00,6.0,0,0.0
620,2021/01/23,21:00,1005.3,1015.4,18.6,16.0,85,0.6,290,4.1,20,0.0,0.0,...,0.00,6.0,0,0.0
621,2021/01/23,22:00,1005.7,1015.9,17.9,15.9,88,0.5,340,2.3,320,0.0,0.0,...,0.00,...,0,...
622,2021/01/23,23:00,1005.8,1015.9,18.7,15.6,82,1.8,20,4.5,360,0.0,0.0,...,0.00,8.0,0,0.0
623,2021/01/23,24:00,1005.7,1015.8,18.3,15.6,84,1.4,20,4.0,300,0.0,0.0,...,0.00,...,0,...
624,2021/01/24,01:00,1005.2,1015.3,18.2,15.3,83,1.6,10,5.7,30,0.0,0.0,...,0.00,...,0,...
625,2021/01/24,02:00,1004.7,1014.8,18.1,15.0,82,0.7,360,4.3,30,0.0,0.0,...,0.00,12.0,0,0.0
626,2021/01/24,03:00,1004.9,1015.1,17.3,14.9,86,0.6,30,4.2,40,0.0,0.0,...,0.00,...,0,...
627,2021/01/24,04:00,1004.9,1015.1,16.5,14.9,90,0.6,70,4.4,10,0.0,0.0,...,0.00,...,0,...
628,2021/01/24,05:00,1005.4,1015.6,15.6,14.6,94,0.2,0,2.4,90,0.0,0.0,...,0.00,7.0,0,0.0
629,2021/01/24,06:00,1006.3,1016.5,15.7,14.2,91,0.4,80,2.5,320,0.0,0.0,0.0,0.00,...,0,...
630,2021/01/24,07:00,1006.9,1017.2,15.5,14.5,94,0.3,100,1.7,130,0.0,0.0,0.0,0.01,...,0,...
631,2021/01/24,08:00,1007.5,1017.7,16.9,14.7,87,0.4,110,1.2,120,0.0,0.0,0.4,0.30,10.0,0,0.0
632,2021/01/24,09:00,1008.1,1018.3,18.4,14.1,76,1.6,350,3.6,30,0.0,0.0,1.0,0.95,12.0,1,2.0
633,2021/01/24,10:00,1007.7,1017.8,20.8,13.8,64,1.6,310,3.9,10,0.0,0.0,1.0,1.71,...,3,...
634,2021/01/24,11:00,1007.3,1017.3,21.9,13.6,59,1.8,340,4.5,10,0.0,0.0,0.8,2.08,15.0,5,9.0
635,2021/01/24,12:00,1006.7,1016.7,22.8,13.9,57,2.6,10,6.4,20,0.0,0.0,1.0,2.63,...,7,...
636,2021/01/24,13:00,1006.0,1016.0,23.0,14.1,57,2.4,360,7.0,340,0.0,0.0,1.0,2.75,...,7,...
637,2021/01/24,14:00,1005.3,1015.3,23.3,13.8,55,2.4,340,6.4,340,0.0,0.0,1.0,2.43,15.0,6,0.0
638,2021/01/24,15:00,1005.2,1015.2,21.8,13.5,59,2.8,360,6.4,350,0.0,0.0,1.0,1.95,...,4,...
639,2021/01/24,16:00,1005.6,1015.7,20.5,13.0,62,3.4,340,8.3,350,0.0,0.0,1.0,1.29,...,2,...
640,2021/01/24,17:00,1006.1,1016.2,18.8,12.6,67,1.8,340,7.9,340,0.0,0.0,1.0,0.53,10.0,1,1.0
641,2021/01/24,18:00,1006.6,1016.7,18.5,12.7,69,1.1,330,6.5,360,0.0,0.0,0.0,0.06,...,0,...
642,2021/01/24,19:00,1007.2,1017.4,18.1,12.8,71,1.6,360,4.3,340,0.0,0.0,0.0,0.00,...,0,...
643,2021/01/24,20:00,1007.5,1017.7,17.8,12.7,72,1.3,310,4.3,330,0.0,0.0,...,0.00,10.0,0,6.0
644,2021/01/24,21:00,1007.5,1017.7,17.6,12.9,74,1.3,330,2.8,360,0.0,0.0,...,0.00,10.0,0,6.0
645,2021/01/24,22:00,1007.5,1017.7,17.1,12.6,75,1.0,310,2.6,320,0.0,0.0,...,0.00,...,0,...
646,2021/01/24,23:00,1007.4,1017.6,16.8,12.8,77,0.9,320,2.2,300,0.0,0.0,...,0.00,10.0,0,7.0
647,2021/01/24,24:00,1007.5,1017.7,17.0,12.8,76,1.2,10,2.5,320,0.0,0.0,...,0.00,...,0,...
648,2021/01/25,01:00,1007.8,1018.0,16.3,12.5,78,1.6,310,3.3,350,0.0,0.0,...,0.00,...,0,...
649,2021/01/25,02:00,1008.0,1018.2,16.0,12.4,79,2.5,350,5.3,20,0.0,0.0,...,0.00,10.0,0,9.0
650,2021/01/25,03:00,1008.3,1018.5,16.3,12.3,77,1.4,360,5.5,360,0.0,0.0,...,0.00,...,0,...
651,2021/01/25,04:00,1008.3,1018.5,16.6,12.2,75,1.7,360,4.3,350,0.0,0.0,...,0.00,...,0,...
652,2021/01/25,05:00,1008.7,1018.9,16.1,12.1,77,2.2,360,5.7,340,0.0,0.0,...,0.00,10.0,0,9.0
653,2021/01/25,06:00,1009.1,1019.3,16.2,12.6,79,1.8,360,5.1,360,0.0,0.0,0.0,0.00,...,0,...
654,2021/01/25,07:00,1009.3,1019.6,14.9,12.6,86,0.4,110,3.0,350,0.0,0.0,0.0,0.01,...,0,...
655,2021/01/25,08:00,1009.3,1019.5,16.7,13.2,80,0.7,120,2.6,170,0.0,0.0,0.5,0.31,10.0,0,0.0
656,2021/01/25,09:00,1009.6,1019.8,18.9,13.5,71,1.9,260,3.6,260,0.0,0.0,1.0,1.10,10.0,1,0.0
657,2021/01/25,10:00,1009.4,1019.5,21.1,13.6,62,1.5,20,4.5,20,0.0,0.0,1.0,1.78,...,3,...
658,2021/01/25,11:00,1008.6,1018.7,21.7,14.1,62,2.2,350,5.9,300,0.0,0.0,1.0,2.35,10.0,5,0.0
659,2021/01/25,12:00,1007.5,1017.5,22.6,13.9,58,2.3,330,5.8,360,0.0,0.0,1.0,2.75,...,7,...
660,2021/01/25,13:00,1006.2,1016.1,24.7,12.3,46,2.1,360,5.9,10,0.0,0.0,1.0,2.84,...,7,...
661,2021/01/25,14:00,1005.5,1015.5,23.1,13.3,54,2.2,330,6.4,360,0.0,0.0,1.0,2.53,12.0,6,0.0
662,2021/01/25,15:00,1005.1,1015.1,22.2,13.6,58,2.1,330,6.5,360,0.0,0.0,1.0,1.99,...,4,...
663,2021/01/25,16:00,1005.2,1015.2,21.9,13.8,60,1.2,340,6.7,340,0.0,0.0,1.0,1.35,...,2,...
664,2021/01/25,17:00,1005.6,1015.6,21.7,13.9,61,1.2,10,5.3,350,0.0,0.0,1.0,0.66,10.0,1,7.0
665,2021/01/25,18:00,1006.0,1016.1,20.6,14.0,66,1.0,340,4.3,350,0.0,0.0,0.1,0.07,...,0,...
666,2021/01/25,19:00,1006.2,1016.3,19.7,14.1,70,0.9,310,3.6,310,0.0,0.0,0.0,0.00,...,0,...
667,2021/01/25,20:00,1006.6,1016.7,18.9,14.2,74,0.9,330,3.1,310,0.0,0.0,...,0.00,10.0,0,9.0
668,2021/01/25,21:00,1006.5,1016.6,18.4,14.1,76,1.1,310,2.2,340,0.0,0.0,...,0.00,8.0,0,6.0
669,2021/01/25,22:00,1006.7,1016.9,17.6,13.9,79,1.2,330,2.7,340,0.0,0.0,...,0.00,...,0,...
670,2021/01/25,23:00,1006.7,1016.9,17.0,13.9,82,1.1,320,3.0,310,0.0,0.0,...,0.00,6.0,0,0.0
671,2021/01/25,24:00,1006.9,1017.1,16.1,13.8,86,0.9,320,2.7,330,0.0,0.0,...,0.00,...,0,...
672,2021/01/26,01:00,1006.8,1017.1,15.1,13.6,91,0.2,0,1.8,330,0.0,0.0,...,0.00,...,0,...
673,2021/01/26,02:00,1006.5,1016.8,14.9,12.6,86,0.6,170,1.3,140,0.0,0.0,...,0.00,12.0,0,3.0
674,2021/01/26,03:00,1006.4,1016.7,14.7,12.2,85,0.2,0,1.0,140,0.0,0.0,...,0.00,...,0,...
675,2021/01/26,04:00,1006.3,1016.6,14.7,12.6,87,0.4,340,1.8,340,0.0,0.0,...,0.00,...,0,...
676,2021/01/26,05:00,1006.2,1016.5,14.2,12.1,87,0.2,0,2.0,330,0.0,0.0,...,0.00,10.0,0,0.0
677,2021/01/26,06:00,1006.6,1016.9,14.0,11.9,87,0.4,130,1.3,150,0.0,0.0,0.0,0.00,...,0,...
678,2021/01/26,07:00,1007.2,1017.5,14.1,11.4,84,0.5,110,1.6,160,0.0,0.0,0.0,0.01,...,0,...
679,2021/01/26,08:00,1007.6,1017.9,15.6,12.4,81,0.2,0,1.2,140,0.0,0.0,0.4,0.29,10.0,0,0.0
680,2021/01/26,09:00,1008.0,1018.2,18.0,13.3,74,0.6,310,1.9,240,0.0,0.0,1.0,1.04,8.0,1,0.0
681,2021/01/26,10:00,1008.0,1018.1,20.6,13.3,63,0.5,230,2.3,360,0.0,0.0,1.0,1.69,...,3,...
682,2021/01/26,11:00,1007.7,1017.8,20.9,13.6,63,2.7,350,4.6,340,0.0,0.0,1.0,2.22,8.0,5,0.0
683,2021/01/26,12:00,1006.8,1016.8,22.7,13.2,55,1.8,260,3.9,350,0.0,0.0,1.0,2.62,...,7,...
684,2021/01/26,13:00,1005.8,1015.8,23.7,13.6,53,1.4,290,4.3,240,0.0,0.0,1.0,2.70,...,7,...
685,2021/01/26,14:00,1005.1,1015.0,24.2,14.0,53,1.9,340,6.1,310,0.0,0.0,1.0,2.36,10.0,6,0.0
686,2021/01/26,15:00,1004.7,1014.7,22.5,14.1,59,2.4,350,6.2,10,0.0,0.0,1.0,1.98,...,4,...
687,2021/01/26,16:00,1004.6,1014.6,21.4,13.6,61,2.1,10,5.7,10,0.0,0.0,1.0,1.30,...,2,...
688,2021/01/26,17:00,1004.9,1015.0,20.6,14.3,67,1.9,340,4.9,20,0.0,0.0,1.0,0.56,10.0,1,0.0
689,2021/01/26,18:00,1005.2,1015.3,19.4,15.1,76,1.6,10,5.3,360,0.0,0.0,0.2,0.06,...,0,...
690,2021/01/26,19:00,1005.6,1015.7,18.9,15.0,78,1.3,10,5.2,360,0.0,0.0,0.0,0.00,...,0,...
691,2021/01/26,20:00,1006.0,1016.1,18.2,14.7,80,1.2,330,3.6,20,0.0,0.0,...,0.00,9.0,0,0.0
692,2021/01/26,21:00,1006.5,1016.7,17.7,14.8,83,1.4,360,4.3,320,0.0,0.0,...,0.00,9.0,0,0.0
693,2021/01/26,22:00,1006.6,1016.8,17.7,14.8,83,1.0,350,3.7,360,0.0,0.0,...,0.00,...,0,...
694,2021/01/26,23:00,1006.9,1017.1,16.7,14.5,87,0.6,70,4.2,20,0.0,0.0,...,0.00,9.0,0,0.0
695,2021/01/26,24:00,1006.9,1017.1,16.5,14.3,87,0.3,50,4.2,350,0.0,0.0,...,0.00,...,0,...
696,2021/01/27,01:00,1006.8,1017.0,16.5,14.2,86,0.7,40,3.2,340,0.0,0.0,...,0.00,...,0,...
697,2021/01/27,02:00,1006.7,1016.9,15.5,13.9,90,0.4,110,2.4,10,0.0,0.0,...,0.00,10.0,0,0.0
698,2021/01/27,03:00,1006.5,1016.7,15.7,14.4,92,0.6,320,1.9,330,0.0,0.0,...,0.00,...,0,...
699,2021/01/27,04:00,1006.4,1016.7,14.9,13.9,94,0.5,100,1.6,320,0.0,0.0,...,0.00,...,0,...
700,2021/01/27,05:00,1006.8,1017.1,14.8,13.5,92,0.6,140,1.5,140,0.0,0.0,...,0.00,10.0,0,0.0
701,2021/01/27,06:00,1007.4,1017.7,14.5,13.1,91,0.6,120,1.3,150,0.0,0.0,0.0,0.00,...,0,...
702,2021/01/27,07:00,1007.8,1018.1,14.3,13.2,93,0.2,0,1.3,140,0.0,0.0,0.0,0.01,...,0,...
703,2021/01/27,08:00,1008.1,1018.3,16.6,14.4,87,1.5,20,4.9,10,0.0,0.0,0.2,0.27,7.0,0,0.0
704,2021/01/27,09:00,1008.3,1018.5,18.6,14.1,75,2.2,20,4.6,20,0.0,0.0,1.0,0.94,12.0,1,0.0
705,2021/01/27,10:00,1008.4,1018.5,19.7,14.1,70,2.6,360,6.4,20,0.0,0.0,1.0,1.63,...,3,...
706,2021/01/27,11:00,1007.9,1017.9,21.6,14.3,63,2.1,350,6.4,20,0.0,0.0,1.0,2.18,15.0,5,0.0
707,2021/01/27,12:00,1007.0,1017.0,21.8,14.2,62,2.6,340,6.0,340,0.0,0.0,1.0,2.57,...,6,...
708,2021/01/27,13:00,1005.7,1015.7,22.7,14.6,60,1.9,360,5.5,300,0.0,0.0,1.0,2.65,...,7,...
709,2021/01/27,14:00,1004.9,1014.9,22.7,14.6,60,2.9,340,6.3,350,0.0,0.0,1.0,2.41,7.0,6,0.0
710,2021/01/27,15:00,1004.4,1014.4,22.2,14.3,61,3.1,360,6.5,350,0.0,0.0,1.0,1.92,...,4,...
711,2021/01/27,16:00,1004.6,1014.6,20.7,14.4,67,2.4,340,6.2,300,0.0,0.0,1.0,1.28,...,2,...
712,2021/01/27,17:00,1005.1,1015.2,18.9,14.2,74,2.8,340,8.1,340,0.0,0.0,1.0,0.56,12.0,1,0.0
713,2021/01/27,18:00,1005.7,1015.9,17.3,14.0,81,2.4,350,7.7,360,0.0,0.0,0.0,0.06,...,0,...
714,2021/01/27,19:00,1006.1,1016.3,17.2,14.1,82,2.7,350,7.4,340,0.0,0.0,0.0,0.00,...,0,...
715,2021/01/27,20:00,1006.8,1017.0,16.6,13.9,84,2.3,350,6.0,330,0.0,0.0,...,0.00,10.0,0,0.0
716,2021/01/27,21:00,1007.2,1017.4,16.8,14.1,84,1.8,350,5.5,320,0.0,0.0,...,0.00,10.0,0,7.0
717,2021/01/27,22:00,1007.6,1017.8,17.0,14.1,83,0.7,350,3.6,20,0.0,0.0,...,0.00,...,0,...
718,2021/01/27,23:00,1008.0,1018.2,16.3,14.0,86,0.8,300,3.1,310,0.0,0.0,...,0.00,10.0,0,0.0
719,2021/01/27,24:00,1008.3,1018.6,15.2,13.7,91,0.4,160,1.7,320,0.0,0.0,...,0.00,...,0,...
720,2021/01/28,01:00,1008.5,1018.8,15.0,13.9,93,0.4,100,2.0,160,0.0,0.0,...,0.00,...,0,...
721,2021/01/28,02:00,1008.5,1018.8,14.8,13.8,94,0.3,160,1.5,140,0.0,0.0,...,0.00,10.0,0,0.0
722,2021/01/28,03:00,1008.6,1018.9,14.3,13.5,95,0.7,150,1.5,140,0.0,0.0,...,0.00,...,0,...
723,2021/01/28,04:00,1008.4,1018.7,14.3,13.5,95,0.2,0,1.4,150,0.0,0.0,...,0.00,...,0,...
724,2021/01/28,05:00,1008.8,1019.1,15.1,13.3,89,0.9,320,3.5,330,0.0,0.0,...,0.00,10.0,0,0.0
725,2021/01/28,06:00,1009.3,1019.6,15.2,14.1,93,1.5,20,7.4,20,0.0,0.0,0.0,0.00,...,0,...
726,2021/01/28,07:00,1009.9,1020.2,15.8,14.0,89,2.1,20,6.5,20,0.0,0.0,0.0,0.01,...,0,...
727,2021/01/28,08:00,1010.5,1020.7,17.0,14.1,83,1.1,40,6.7,360,0.0,0.0,0.3,0.34,8.0,0,9.0
728,2021/01/28,09:00,1010.8,1021.0,18.3,14.4,78,0.6,350,2.4,80,0.0,0.0,0.4,0.71,8.0,1,4.0
729,2021/01/28,10:00,1010.7,1020.8,20.1,14.0,68,1.5,330,4.5,340,0.0,0.0,1.0,1.66,...,3,...
730,2021/01/28,11:00,1010.2,1020.3,20.8,13.8,64,2.5,340,6.7,20,0.0,0.0,1.0,2.28,10.0,5,0.0
731,2021/01/28,12:00,1009.9,1020.0,19.4,13.4,68,4.8,350,10.2,320,0.0,0.0,1.0,2.63,...,7,...
732,2021/01/28,13:00,1009.2,1019.3,19.3,12.8,66,3.9,10,12.2,20,0.0,0.0,1.0,2.71,...,7,...
733,2021/01/28,14:00,1008.8,1019.0,18.3,12.1,67,4.2,360,10.0,30,0.0,0.0,1.0,2.46,10.0,6,0.0
734,2021/01/28,15:00,1008.6,1018.8,18.0,11.1,64,4.4,20,11.7,350,0.0,0.0,1.0,2.00,...,4,...
735,2021/01/28,16:00,1008.6,1018.8,17.6,10.7,64,3.6,10,10.6,20,0.0,0.0,1.0,1.37,...,2,...
736,2021/01/28,17:00,1009.0,1019.2,16.7,10.3,66,3.3,360,9.2,350,0.0,0.0,1.0,0.63,15.0,1,0.0
737,2021/01/28,18:00,1009.5,1019.8,15.7,9.8,68,2.4,20,8.1,350,0.0,0.0,0.3,0.07,...,0,...
738,2021/01/28,19:00,1010.0,1020.3,15.3,9.2,67,2.0,360,6.5,340,0.0,0.0,0.0,0.00,...,0,...
739,2021/01/28,20:00,1010.4,1020.7,14.9,8.4,65,2.5,10,6.5,20,0.0,0.0,...,0.00,18.0,0,0.0
740,2021/01/28,21:00,1010.7,1021.0,14.9,8.4,65,3.4,20,8.0,20,0.0,0.0,...,0.00,15.0,0,0.0
741,2021/01/28,22:00,1010.7,1021.0,14.5,8.7,68,1.6,20,5.8,10,0.0,0.0,...,0.00,...,0,...
742,2021/01/28,23:00,1010.6,1020.9,14.3,8.5,68,2.9,20,7.1,20,0.0,0.0,...,0.00,20.0,0,0.0
743,2021/01/28,24:00,1010.7,1021.0,14.2,8.4,68,3.3,20,7.7,30,0.0,0.0,...,0.00,...,0,...
744,2021/01/29,01:00,1010.5,1020.8,14.0,8.2,68,2.6,30,6.8,30,0.0,0.0,...,0.00,...,0,...
745,2021/01/29,02:00,1010.2,1020.5,13.7,8.1,69,1.4,30,6.3,20,0.0,0.0,...,0.00,20.0,0,0.0
746,2021/01/29,03:00,1009.7,1020.0,13.7,7.5,66,2.2,30,5.4,30,0.0,0.0,...,0.00,...,0,...
747,2021/01/29,04:00,1009.5,1019.8,13.7,7.0,64,2.3,10,5.4,20,0.0,0.0,...,0.00,...,0,...
748,2021/01/29,05:00,1009.6,1019.9,13.7,6.8,63,1.6,30,5.1,30,0.0,0.0,...,0.00,12.0,0,0.0
749,2021/01/29,06:00,1010.1,1020.5,13.6,6.5,62,2.1,20,5.9,20,0.0,0.0,0.0,0.00,...,0,...
750,2021/01/29,07:00,1010.5,1020.9,13.6,6.0,60,2.6,20,5.5,10,0.0,0.0,0.0,0.01,...,0,...
751,2021/01/29,08:00,1010.9,1021.2,14.2,5.8,57,2.4,20,5.5,10,0.0,0.0,0.3,0.29,20.0,0,0.0
752,2021/01/29,09:00,1011.3,1021.6,16.0,6.2,52,1.7,20,5.3,10,0.0,0.0,0.9,0.96,20.0,1,6.0
753,2021/01/29,10:00,1011.5,1021.7,18.2,7.3,49,0.6,80,3.0,10,0.0,0.0,0.7,1.60,...,3,...
754,2021/01/29,11:00,1011.1,1021.3,18.4,6.6,46,1.3,290,3.9,320,0.0,0.0,0.5,1.85,20.0,5,9.0
755,2021/01/29,12:00,1010.3,1020.4,20.1,7.2,43,1.5,330,4.6,340,0.0,0.0,0.3,1.83,...,5,...
756,2021/01/29,13:00,1009.4,1019.4,22.0,9.2,44,1.2,250,3.7,20,0.0,0.0,0.8,2.65,...,7,...
757,2021/01/29,14:00,1008.7,1018.8,21.6,7.1,39,2.2,340,5.1,350,0.0,0.0,0.9,2.43,20.0,6,3.0
758,2021/01/29,15:00,1008.6,1018.7,21.2,7.1,40,1.9,330,5.8,30,0.0,0.0,0.5,1.51,...,3,...
759,2021/01/29,16:00,1008.8,1018.9,20.4,7.1,42,2.3,350,6.9,330,0.0,0.0,0.2,1.02,...,2,...
760,2021/01/29,17:00,1009.3,1019.4,19.9,7.3,44,2.4,360,5.5,20,0.0,0.0,1.0,0.75,20.0,0,7.0
761,2021/01/29,18:00,1009.6,1019.8,18.3,6.8,47,1.3,350,5.1,30,0.0,0.0,0.0,0.08,...,0,...
762,2021/01/29,19:00,1010.0,1020.2,17.2,7.3,52,1.8,320,4.5,320,0.0,0.0,0.0,0.00,...,0,...
763,2021/01/29,20:00,1010.7,1021.0,16.2,7.4,56,1.3,340,4.5,340,0.0,0.0,...,0.00,15.0,0,7.0
764,2021/01/29,21:00,1011.2,1021.5,16.1,7.6,57,1.2,340,2.8,300,0.0,0.0,...,0.00,15.0,0,7.0
765,2021/01/29,22:00,1011.7,1022.0,15.2,8.2,63,0.5,270,2.6,250,0.0,0.0,...,0.00,...,0,...
766,2021/01/29,23:00,1011.7,1022.0,14.8,8.5,66,0.5,130,1.8,150,0.0,0.0,...,0.00,15.0,0,7.0
767,2021/01/29,24:00,1011.9,1022.2,14.7,7.7,63,1.1,210,2.0,210,0.0,0.0,...,0.00,...,0,...
768,2021/01/30,01:00,1011.9,1022.3,14.0,8.2,68,0.4,120,1.3,80,0.0,0.0,...,0.00,...,0,...
769,2021/01/30,02:00,1011.8,1022.2,13.5,8.8,73,0.7,90,1.7,90,0.0,0.0,...,0.00,12.0,0,10.0
770,2021/01/30,03:00,1011.6,1021.9,14.2,9.4,73,0.4,170,0.9,120,0.0,0.0,...,0.00,...,0,...
771,2021/01/30,04:00,1011.6,1022.0,13.5,9.4,76,0.2,0,1.1,230,0.0,0.0,...,0.00,...,0,...
772,2021/01/30,05:00,1011.9,1022.3,12.8,10.0,83,0.2,0,1.1,140,0.0,0.0,...,0.00,12.0,0,9.0
773,2021/01/30,06:00,1012.2,1022.6,13.2,10.2,82,0.6,110,2.0,360,0.0,0.0,0.0,0.00,...,0,...
774,2021/01/30,07:00,1012.9,1023.3,12.6,10.3,86,0.6,160,1.5,160,0.0,0.0,0.0,0.01,...,0,...
775,2021/01/30,08:00,1013.5,1023.9,14.2,10.6,79,0.5,100,1.7,140,0.0,0.0,0.4,0.30,8.0,0,0.0
776,2021/01/30,09:00,1013.7,1024.0,15.9,10.7,71,0.6,220,1.8,150,0.0,0.0,1.0,1.02,8.0,1,0.0
777,2021/01/30,10:00,1013.3,1023.5,18.2,10.3,60,1.0,220,2.6,230,0.0,0.0,1.0,1.72,...,3,...
778,2021/01/30,11:00,1012.5,1022.6,21.2,9.8,48,1.4,290,3.8,240,0.0,0.0,1.0,2.31,10.0,5,0.0
779,2021/01/30,12:00,1011.4,1021.5,21.9,10.4,48,1.2,230,3.4,340,0.0,0.0,1.0,2.73,...,7,...
780,2021/01/30,13:00,1010.7,1020.8,22.3,10.5,47,1.9,340,5.6,310,0.0,0.0,1.0,2.77,...,7,...
781,2021/01/30,14:00,1010.0,1020.0,22.6,10.4,46,2.1,350,5.0,320,0.0,0.0,1.0,2.48,10.0,6,2.0
782,2021/01/30,15:00,1009.9,1019.9,22.9,10.4,45,1.2,320,4.9,320,0.0,0.0,1.0,2.02,...,4,...
783,2021/01/30,16:00,1010.4,1020.5,20.9,11.3,54,2.0,340,6.6,340,0.0,0.0,1.0,1.32,...,2,...
784,2021/01/30,17:00,1011.2,1021.4,19.0,11.3,61,2.0,330,6.4,320,0.0,0.0,1.0,0.60,12.0,1,0.0
785,2021/01/30,18:00,1011.6,1021.8,18.3,11.6,65,1.3,360,4.8,360,0.0,0.0,0.1,0.08,...,0,...
786,2021/01/30,19:00,1011.8,1022.0,17.7,12.4,71,1.3,350,4.2,10,0.0,0.0,0.0,0.00,...,0,...
787,2021/01/30,20:00,1012.3,1022.6,16.2,12.9,81,0.4,260,2.1,320,0.0,0.0,...,0.00,12.0,0,0.0
788,2021/01/30,21:00,1012.6,1022.9,15.9,12.3,79,0.4,90,1.7,180,0.0,0.0,...,0.00,12.0,0,0.0
789,2021/01/30,22:00,1012.8,1023.1,15.4,12.4,82,0.9,150,2.5,130,0.0,0.0,...,0.00,...,0,...
790,2021/01/30,23:00,1012.7,1023.0,14.7,11.9,83,0.3,100,1.8,140,0.0,0.0,...,0.00,10.0,0,0.0
791,2021/01/30,24:00,1012.5,1022.9,14.2,11.7,85,0.7,140,1.5,140,0.0,0.0,...,0.00,...,0,...
792,2021/01/31,01:00,1012.7,1023.1,13.8,11.3,85,0.2,0,1.5,150,0.0,0.0,...,0.00,...,0,...
793,2021/01/31,02:00,1012.5,1022.9,13.5,11.2,86,0.3,170,1.3,160,0.0,0.0,...,0.00,12.0,0,0.0
794,2021/01/31,03:00,1012.3,1022.7,13.5,11.2,86,0.5,140,1.3,160,0.0,0.0,...,0.00,...,0,...
795,2021/01/31,04:00,1012.3,1022.7,13.1,10.6,85,0.3,150,1.6,130,0.0,0.0,...,0.00,...,0,...
796,2021/01/31,05:00,1012.6,1023.0,13.1,11.0,87,0.2,0,1.5,130,0.0,0.0,...,0.00,12.0,0,0.0
797,2021/01/31,06:00,1013.2,1023.6,12.6,10.7,88,0.5,150,1.0,150,0.0,0.0,0.0,0.00,...,0,...
798,2021/01/31,07:00,1013.5,1023.9,12.6,10.5,87,0.3,160,1.3,140,0.0,0.0,0.0,0.01,...,0,...
799,2021/01/31,08:00,1013.6,1023.9,14.7,10.7,77,0.3,140,1.4,140,0.0,0.0,0.4,0.31,10.0,0,0.0
800,2021/01/31,09:00,1013.9,1024.2,17.3,11.1,67,0.2,0,1.4,180,0.0,0.0,1.0,1.08,10.0,1,0.0
801,2021/01/31,10:00,1013.8,1024.0,19.3,10.9,58,0.9,190,2.1,190,0.0,0.0,1.0,1.79,...,3,...
802,2021/01/31,11:00,1013.2,1023.3,21.6,8.9,44,1.2,210,3.7,190,0.0,0.0,1.0,2.37,10.0,6,0.0
