,Date,ObsTime,StnPres,SeaPres,Temperature,Td_Dew_point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,CloudAmount
1152,2021/02/15,01:00,1004.5,1014.6,17.7,15.3,86,0.6,300,2.2,320,0.0,0.0,...,0.00,...,0,...
1153,2021/02/15,02:00,1004.4,1014.6,16.7,13.6,82,0.6,110,4.5,340,0.0,0.0,...,0.00,10.0,0,0.0
1154,2021/02/15,03:00,1004.2,1014.4,15.5,13.9,90,0.5,150,1.4,140,0.0,0.0,...,0.00,...,0,...
1155,2021/02/15,04:00,1004.2,1014.4,15.4,14.3,93,0.3,140,1.8,110,0.0,0.0,...,0.00,...,0,...
1156,2021/02/15,05:00,1004.0,1014.3,14.7,13.6,93,0.3,360,1.5,140,0.0,0.0,...,0.00,10.0,0,0.0
1157,2021/02/15,06:00,1004.2,1014.5,14.4,13.3,93,0.2,0,1.0,140,0.0,0.0,0.0,0.00,...,0,...
1158,2021/02/15,07:00,1004.9,1015.2,14.8,12.8,88,0.5,110,1.4,130,0.0,0.0,0.0,0.02,...,0,...
1159,2021/02/15,08:00,1005.5,1015.7,16.4,13.5,83,0.4,130,1.7,90,0.0,0.0,0.5,0.43,10.0,0,0.0
1160,2021/02/15,09:00,1005.7,1015.8,18.9,14.4,75,0.5,160,1.7,190,0.0,0.0,1.0,1.32,10.0,2,0.0
1161,2021/02/15,10:00,1005.5,1015.5,21.8,11.5,52,0.6,330,2.6,320,0.0,0.0,1.0,2.11,...,4,...
1162,2021/02/15,11:00,1004.9,1014.9,23.4,11.8,48,2.5,350,4.6,350,0.0,0.0,1.0,2.72,20.0,6,0.0
1163,2021/02/15,12:00,1004.2,1014.1,25.1,12.4,45,1.4,320,5.3,330,0.0,0.0,1.0,3.15,...,8,...
1164,2021/02/15,13:00,1003.4,1013.3,25.2,13.8,49,2.2,340,5.0,320,0.0,0.0,1.0,3.22,...,8,...
1165,2021/02/15,14:00,1002.8,1012.7,25.8,15.2,52,2.1,350,6.4,360,0.0,0.0,1.0,2.91,20.0,7,1.0
1166,2021/02/15,15:00,1003.0,1012.9,23.8,15.3,59,2.8,360,6.6,350,0.0,0.0,1.0,2.41,...,5,...
1167,2021/02/15,16:00,1003.4,1013.4,23.1,15.2,61,2.7,360,7.8,10,0.0,0.0,1.0,1.68,...,2,...
1168,2021/02/15,17:00,1003.6,1013.6,22.2,14.8,63,1.7,340,6.3,10,0.0,0.0,1.0,0.87,20.0,1,1.0
1169,2021/02/15,18:00,1004.1,1014.1,21.3,14.7,66,1.0,330,4.2,300,0.0,0.0,0.6,0.16,...,0,...
1170,2021/02/15,19:00,1004.1,1014.2,19.8,14.8,73,0.5,340,3.8,340,0.0,0.0,0.0,0.00,...,0,...
1171,2021/02/15,20:00,1004.3,1014.4,19.6,15.3,76,1.0,160,2.7,170,0.0,0.0,...,0.00,12.0,0,0.0
1172,2021/02/15,21:00,1004.9,1015.0,19.2,15.1,77,1.0,210,3.0,200,0.0,0.0,...,0.00,12.0,0,4.0
1173,2021/02/15,22:00,1005.3,1015.4,18.6,15.1,80,1.0,220,1.6,220,0.0,0.0,...,0.00,...,0,...
1174,2021/02/15,23:00,1005.4,1015.6,17.5,14.6,83,0.5,150,1.6,140,0.0,0.0,...,0.00,12.0,0,1.0
1175,2021/02/15,24:00,1005.3,1015.5,17.3,14.4,83,0.5,80,1.4,200,0.0,0.0,...,0.00,...,0,...
1176,2021/02/16,01:00,1005.5,1015.7,16.7,14.4,86,0.6,120,1.6,130,0.0,0.0,...,0.00,...,0,...
1177,2021/02/16,02:00,1005.4,1015.6,17.4,14.7,84,0.5,90,1.3,90,0.0,0.0,...,0.00,12.0,0,4.0
1178,2021/02/16,03:00,1005.2,1015.4,17.6,14.9,84,0.5,90,1.2,110,0.0,0.0,...,0.00,...,0,...
1179,2021/02/16,04:00,1005.2,1015.4,17.6,14.9,84,0.7,140,1.5,130,0.0,0.0,...,0.00,...,0,...
1180,2021/02/16,05:00,1005.5,1015.7,17.4,14.7,84,0.2,0,1.5,140,0.0,0.0,...,0.00,10.0,0,9.0
1181,2021/02/16,06:00,1006.0,1016.2,17.0,14.8,87,0.2,0,1.4,170,0.0,0.0,0.0,0.00,...,0,...
1182,2021/02/16,07:00,1006.6,1016.8,17.3,14.6,84,0.6,140,1.5,180,0.0,0.0,0.0,0.03,...,0,...
1183,2021/02/16,08:00,1006.8,1016.9,18.7,14.4,76,0.4,130,1.7,160,0.0,0.0,0.2,0.43,12.0,0,7.0
1184,2021/02/16,09:00,1007.0,1017.1,20.6,14.3,67,0.7,230,2.1,150,0.0,0.0,0.9,1.20,12.0,2,6.0
1185,2021/02/16,10:00,1006.6,1016.6,23.0,14.1,57,0.7,180,2.9,200,0.0,0.0,1.0,2.22,...,4,...
1186,2021/02/16,11:00,1005.9,1015.8,25.2,12.1,44,1.9,230,4.0,240,0.0,0.0,1.0,2.70,15.0,6,2.0
1187,2021/02/16,12:00,1005.2,1015.1,25.6,13.5,47,2.3,250,4.8,250,0.0,0.0,1.0,3.02,...,8,...
1188,2021/02/16,13:00,1004.4,1014.3,25.9,11.7,41,1.4,290,5.0,250,0.0,0.0,1.0,3.01,...,8,...
1189,2021/02/16,14:00,1003.8,1013.7,25.1,12.7,46,3.1,350,5.6,270,0.0,0.0,1.0,2.85,12.0,7,1.0
1190,2021/02/16,15:00,1003.8,1013.8,23.2,13.1,53,2.2,340,6.7,360,0.0,0.0,1.0,2.32,...,5,...
1191,2021/02/16,16:00,1004.1,1014.1,22.9,13.4,55,2.2,10,5.6,360,0.0,0.0,1.0,1.66,...,2,...
1192,2021/02/16,17:00,1004.5,1014.5,21.6,13.5,60,1.8,350,5.4,340,0.0,0.0,1.0,0.83,12.0,1,1.0
1193,2021/02/16,18:00,1004.8,1014.8,21.2,12.9,59,1.3,330,4.0,300,0.0,0.0,0.5,0.15,...,0,...
1194,2021/02/16,19:00,1005.4,1015.5,20.3,14.0,67,0.7,330,3.1,330,0.0,0.0,0.0,0.00,...,0,...
1195,2021/02/16,20:00,1006.1,1016.2,19.9,15.4,75,1.1,310,2.8,20,0.0,0.0,...,0.00,8.0,0,3.0
1196,2021/02/16,21:00,1006.7,1016.8,19.2,15.7,80,0.2,0,3.2,300,0.0,0.0,...,0.00,8.0,0,8.0
1197,2021/02/16,22:00,1007.1,1017.2,19.2,14.0,72,0.6,140,1.6,140,0.0,0.0,...,0.00,...,0,...
1198,2021/02/16,23:00,1007.3,1017.5,18.3,14.8,80,0.7,230,1.8,180,0.0,0.0,...,0.00,8.0,0,0.0
1199,2021/02/16,24:00,1007.3,1017.4,18.9,15.6,81,0.7,350,2.3,10,0.0,0.0,...,0.00,...,0,...
1200,2021/02/17,01:00,1007.5,1017.7,18.3,15.0,81,1.1,10,3.5,350,0.0,0.0,...,0.00,...,0,...
1201,2021/02/17,02:00,1007.3,1017.5,18.1,15.0,82,2.2,360,5.9,360,0.0,0.0,...,0.00,8.0,0,9.0
1202,2021/02/17,03:00,1007.3,1017.5,18.1,14.4,79,2.3,360,5.6,10,0.0,0.0,...,0.00,...,0,...
1203,2021/02/17,04:00,1007.3,1017.5,17.8,14.3,80,2.8,20,6.3,350,0.0,0.0,...,0.00,...,0,...
1204,2021/02/17,05:00,1007.4,1017.6,17.5,14.0,80,2.6,10,7.1,10,0.0,0.0,...,0.00,10.0,0,0.0
1205,2021/02/17,06:00,1007.7,1017.9,17.2,13.5,79,2.4,30,6.9,20,0.0,0.0,0.0,0.00,...,0,...
1206,2021/02/17,07:00,1008.6,1018.8,17.1,13.2,78,2.1,20,7.4,20,0.0,0.0,0.0,0.02,...,0,...
1207,2021/02/17,08:00,1009.2,1019.4,17.5,12.4,72,3.4,20,9.4,30,0.0,0.0,0.5,0.42,12.0,0,0.0
1208,2021/02/17,09:00,1009.4,1019.6,17.6,12.1,70,4.3,10,10.1,10,0.0,0.0,1.0,1.25,12.0,2,0.0
1209,2021/02/17,10:00,1009.5,1019.7,17.8,11.2,65,4.9,360,9.9,360,0.0,0.0,1.0,2.01,...,4,...
1210,2021/02/17,11:00,1009.0,1019.1,19.5,10.8,57,4.5,360,9.9,310,0.0,0.0,1.0,2.63,20.0,6,0.0
1211,2021/02/17,12:00,1008.1,1018.2,20.4,10.2,52,3.2,20,11.8,10,0.0,0.0,1.0,3.04,...,8,...
1212,2021/02/17,13:00,1007.4,1017.4,21.7,9.9,47,3.7,360,10.3,350,0.0,0.0,1.0,3.16,...,8,...
1213,2021/02/17,14:00,1007.0,1017.0,21.6,9.2,45,4.0,360,9.6,340,0.0,0.0,1.0,2.90,20.0,7,0.0
1214,2021/02/17,15:00,1007.0,1017.1,21.1,9.1,46,4.9,360,12.4,320,0.0,0.0,1.0,2.43,...,5,...
1215,2021/02/17,16:00,1007.3,1017.4,20.5,8.5,46,3.7,360,10.8,10,0.0,0.0,1.0,1.76,...,2,...
1216,2021/02/17,17:00,1008.0,1018.1,19.2,8.0,48,3.2,360,9.7,30,0.0,0.0,1.0,0.87,15.0,1,0.0
1217,2021/02/17,18:00,1008.4,1018.6,17.8,7.6,51,3.3,10,8.6,360,0.0,0.0,0.6,0.16,...,0,...
1218,2021/02/17,19:00,1009.0,1019.2,16.9,7.6,54,2.2,360,7.0,30,0.0,0.0,0.0,0.00,...,0,...
1219,2021/02/17,20:00,1009.8,1020.1,16.3,8.0,58,2.7,10,6.6,20,0.0,0.0,...,0.00,12.0,0,0.0
1220,2021/02/17,21:00,1010.4,1020.7,15.8,8.3,61,2.6,10,6.7,30,0.0,0.0,...,0.00,12.0,0,0.0
1221,2021/02/17,22:00,1011.0,1021.3,15.4,8.4,63,2.2,10,6.6,340,0.0,0.0,...,0.00,...,0,...
1222,2021/02/17,23:00,1011.3,1021.6,15.2,8.0,62,1.9,20,5.5,340,0.0,0.0,...,0.00,12.0,0,0.0
1223,2021/02/17,24:00,1011.2,1021.5,15.2,7.5,60,1.3,30,5.0,30,0.0,0.0,...,0.00,...,0,...
1224,2021/02/18,01:00,1010.9,1021.2,15.1,6.9,58,0.8,40,2.9,30,0.0,0.0,...,0.00,...,0,...
1225,2021/02/18,02:00,1011.0,1021.3,15.2,6.5,56,1.7,10,4.4,20,0.0,0.0,...,0.00,15.0,0,3.0
1226,2021/02/18,03:00,1011.1,1021.4,14.8,5.6,54,1.5,360,4.0,30,0.0,0.0,...,0.00,...,0,...
1227,2021/02/18,04:00,1011.2,1021.5,15.0,5.5,53,0.9,10,5.1,10,0.0,0.0,...,0.00,...,0,...
1228,2021/02/18,05:00,1011.7,1022.0,14.5,5.1,53,1.7,20,5.0,20,0.0,0.0,...,0.00,15.0,0,9.0
1229,2021/02/18,06:00,1012.4,1022.7,14.8,4.8,51,2.3,360,5.3,360,0.0,0.0,0.0,0.00,...,0,...
1230,2021/02/18,07:00,1013.2,1023.6,14.5,4.5,51,2.0,360,5.5,360,0.0,0.0,0.0,0.02,...,0,...
1231,2021/02/18,08:00,1013.7,1024.0,15.3,4.4,48,2.1,30,6.7,20,0.0,0.0,0.0,0.23,15.0,0,8.0
1232,2021/02/18,09:00,1014.0,1024.3,16.2,4.3,45,2.0,20,6.7,20,0.0,0.0,0.2,0.74,15.0,1,4.0
1233,2021/02/18,10:00,1014.1,1024.4,17.5,5.5,45,2.7,30,8.3,360,0.0,0.0,0.4,1.19,...,3,...
1234,2021/02/18,11:00,1013.7,1023.9,20.2,5.5,38,2.2,10,6.0,10,0.0,0.0,0.2,1.71,15.0,4,4.0
1235,2021/02/18,12:00,1012.9,1023.0,20.4,5.6,38,2.3,350,9.0,340,0.0,0.0,0.7,2.57,...,6,...
1236,2021/02/18,13:00,1011.9,1022.0,20.4,5.6,38,3.5,10,8.4,350,0.0,0.0,0.1,2.02,...,5,...
1237,2021/02/18,14:00,1011.3,1021.4,21.2,4.3,33,3.8,360,9.7,30,0.0,0.0,0.8,2.66,20.0,6,0.0
1238,2021/02/18,15:00,1010.9,1021.0,20.9,2.7,30,3.4,360,9.6,60,0.0,0.0,1.0,2.43,...,5,...
1239,2021/02/18,16:00,1011.0,1021.1,20.3,2.2,30,3.2,20,10.6,20,0.0,0.0,1.0,1.73,...,2,...
1240,2021/02/18,17:00,1011.4,1021.6,19.0,2.0,32,2.8,360,9.6,20,0.0,0.0,1.0,0.90,20.0,1,0.0
1241,2021/02/18,18:00,1012.0,1022.2,17.4,3.0,38,2.5,350,6.5,350,0.0,0.0,0.6,0.16,...,0,...
1242,2021/02/18,19:00,1012.6,1022.9,16.1,3.5,43,2.3,360,6.0,340,0.0,0.0,0.0,0.00,...,0,...
1243,2021/02/18,20:00,1013.2,1023.5,15.3,3.8,46,2.4,360,5.8,360,0.0,0.0,...,0.00,15.0,0,0.0
1244,2021/02/18,21:00,1013.9,1024.3,14.5,4.2,50,2.2,360,5.7,350,0.0,0.0,...,0.00,18.0,0,0.0
1245,2021/02/18,22:00,1014.4,1024.8,14.1,4.7,53,1.2,20,4.6,310,0.0,0.0,...,0.00,...,0,...
1246,2021/02/18,23:00,1014.4,1024.8,13.8,4.4,53,1.1,20,5.3,20,0.0,0.0,...,0.00,18.0,0,0.0
1247,2021/02/18,24:00,1013.8,1024.2,12.7,5.2,60,0.5,80,1.8,360,0.0,0.0,...,0.00,...,0,...
1248,2021/02/19,01:00,1013.5,1023.9,12.3,6.6,68,0.7,150,1.6,150,0.0,0.0,...,0.00,...,0,...
1249,2021/02/19,02:00,1013.0,1023.4,12.3,6.6,68,0.6,90,1.4,90,0.0,0.0,...,0.00,15.0,0,0.0
1250,2021/02/19,03:00,1012.7,1023.1,12.5,7.2,70,0.4,120,1.2,80,0.0,0.0,...,0.00,...,0,...
1251,2021/02/19,04:00,1012.4,1022.8,12.9,7.2,68,0.4,120,1.2,140,0.0,0.0,...,0.00,...,0,...
1252,2021/02/19,05:00,1012.4,1022.8,13.0,6.4,64,0.4,250,1.2,260,0.0,0.0,...,0.00,18.0,0,0.0
1253,2021/02/19,06:00,1012.8,1023.2,12.7,5.9,63,0.5,310,1.5,340,0.0,0.0,0.0,0.00,...,0,...
1254,2021/02/19,07:00,1013.3,1023.7,13.4,6.5,63,0.3,260,2.1,260,0.0,0.0,0.0,0.03,...,0,...
1255,2021/02/19,08:00,1013.9,1024.3,14.6,5.9,56,0.5,250,1.4,250,0.0,0.0,0.0,0.30,20.0,0,8.0
1256,2021/02/19,09:00,1014.4,1024.7,15.9,5.8,51,1.1,350,1.8,350,0.0,0.0,0.0,0.71,20.0,1,5.0
1257,2021/02/19,10:00,1014.5,1024.7,18.2,8.2,52,1.0,10,2.5,340,0.0,0.0,0.9,1.90,...,3,...
1258,2021/02/19,11:00,1013.9,1024.1,19.6,9.5,52,1.2,200,3.3,180,0.0,0.0,1.0,2.64,20.0,6,1.0
1259,2021/02/19,12:00,1012.7,1022.8,21.1,9.4,47,1.5,240,5.1,180,0.0,0.0,1.0,3.07,...,7,...
1260,2021/02/19,13:00,1011.6,1021.7,22.1,9.3,44,1.4,210,5.4,250,0.0,0.0,1.0,3.12,...,7,...
1261,2021/02/19,14:00,1010.7,1020.8,21.6,8.9,44,2.8,350,6.6,340,0.0,0.0,0.9,2.64,20.0,6,2.0
1262,2021/02/19,15:00,1010.4,1020.5,21.4,9.3,46,1.9,330,5.9,350,0.0,0.0,1.0,2.32,...,4,...
1263,2021/02/19,16:00,1010.3,1020.4,20.0,8.7,48,2.4,340,6.9,350,0.0,0.0,1.0,1.60,...,2,...
1264,2021/02/19,17:00,1010.6,1020.8,19.3,8.3,49,1.9,350,5.2,300,0.0,0.0,1.0,0.78,18.0,1,0.0
1265,2021/02/19,18:00,1010.8,1021.0,18.0,8.9,55,1.9,350,4.7,360,0.0,0.0,0.3,0.14,...,0,...
1266,2021/02/19,19:00,1011.1,1021.3,17.2,8.9,58,1.0,340,4.9,340,0.0,0.0,0.0,0.00,...,0,...
1267,2021/02/19,20:00,1011.8,1022.0,17.0,9.2,60,1.0,310,3.5,340,0.0,0.0,...,0.00,12.0,0,0.0
1268,2021/02/19,21:00,1011.9,1022.2,16.2,9.4,64,0.5,340,2.4,320,0.0,0.0,...,0.00,12.0,0,0.0
1269,2021/02/19,22:00,1012.1,1022.4,15.0,10.0,72,0.8,160,2.2,150,0.0,0.0,...,0.00,...,0,...
1270,2021/02/19,23:00,1012.1,1022.4,14.7,10.1,74,0.7,100,1.6,140,0.0,0.0,...,0.00,10.0,0,0.0
1271,2021/02/19,24:00,1012.0,1022.4,13.9,10.1,78,0.2,0,1.1,90,0.0,0.0,...,0.00,...,0,...
1272,2021/02/20,01:00,1011.4,1021.8,13.8,10.4,80,0.6,160,1.4,160,0.0,0.0,...,0.00,...,0,...
1273,2021/02/20,02:00,1010.8,1021.2,13.2,9.8,80,0.6,120,1.4,130,0.0,0.0,...,0.00,10.0,0,0.0
1274,2021/02/20,03:00,1010.2,1020.6,12.9,10.1,83,0.2,0,1.0,80,0.0,0.0,...,0.00,...,0,...
1275,2021/02/20,04:00,1010.3,1020.7,12.7,9.7,82,1.0,150,1.9,140,0.0,0.0,...,0.00,...,0,...
1276,2021/02/20,05:00,1010.3,1020.7,12.2,9.8,85,0.8,120,1.4,150,0.0,0.0,...,0.00,10.0,0,0.0
1277,2021/02/20,06:00,1011.0,1021.4,12.3,9.7,84,0.7,140,1.4,160,0.0,0.0,0.0,0.00,...,0,...
1278,2021/02/20,07:00,1011.5,1021.9,12.5,9.3,81,0.4,100,1.7,140,0.0,0.0,0.0,0.03,...,0,...
1279,2021/02/20,08:00,1011.4,1021.8,13.4,9.7,78,0.3,150,1.4,140,0.0,0.0,0.0,0.24,10.0,0,3.0
1280,2021/02/20,09:00,1011.9,1022.2,14.9,9.7,71,0.2,0,1.0,150,0.0,0.0,0.4,0.46,10.0,1,2.0
1281,2021/02/20,10:00,1012.1,1022.3,17.7,9.9,60,0.4,220,1.8,180,0.0,0.0,1.0,1.58,...,2,...
1282,2021/02/20,11:00,1011.3,1021.4,20.1,8.8,48,1.3,270,3.1,290,0.0,0.0,1.0,2.06,10.0,4,0.0
1283,2021/02/20,12:00,1010.8,1020.9,20.3,9.9,51,2.2,210,5.1,200,0.0,0.0,1.0,2.49,...,5,...
1284,2021/02/20,13:00,1009.6,1019.7,21.7,10.6,49,1.7,240,5.1,260,0.0,0.0,1.0,2.62,...,6,...
1285,2021/02/20,14:00,1008.6,1018.6,21.8,9.7,46,1.6,290,5.6,260,0.0,0.0,1.0,2.52,10.0,5,5.0
1286,2021/02/20,15:00,1008.4,1018.4,21.8,8.7,43,1.7,250,5.8,20,0.0,0.0,1.0,2.15,...,4,...
1287,2021/02/20,16:00,1008.3,1018.4,20.6,7.6,43,1.7,330,5.6,360,0.0,0.0,1.0,1.46,...,2,...
1288,2021/02/20,17:00,1008.3,1018.4,19.7,7.5,45,1.9,340,4.9,20,0.0,0.0,1.0,0.72,12.0,1,0.0
1289,2021/02/20,18:00,1009.1,1019.3,18.5,6.7,46,1.8,20,4.8,360,0.0,0.0,0.3,0.13,...,0,...
1290,2021/02/20,19:00,1009.3,1019.5,17.1,6.3,49,0.6,300,3.0,340,0.0,0.0,0.0,0.00,...,0,...
1291,2021/02/20,20:00,1009.6,1019.9,16.0,5.3,49,0.2,0,1.6,320,0.0,0.0,...,0.00,12.0,0,0.0
1292,2021/02/20,21:00,1009.7,1020.0,15.4,8.4,63,0.4,90,1.7,120,0.0,0.0,...,0.00,12.0,0,6.0
1293,2021/02/20,22:00,1009.6,1019.9,14.7,9.1,69,0.7,150,1.6,90,0.0,0.0,...,0.00,...,0,...
1294,2021/02/20,23:00,1009.8,1020.1,14.5,9.1,70,0.9,110,2.4,90,0.0,0.0,...,0.00,12.0,0,7.0
1295,2021/02/20,24:00,1009.3,1019.6,13.6,9.3,75,0.6,150,2.4,110,0.0,0.0,...,0.00,...,0,...
1296,2021/02/21,01:00,1008.7,1019.0,13.6,9.5,76,0.2,0,1.4,140,0.0,0.0,...,0.00,...,0,...
1297,2021/02/21,02:00,1008.2,1018.5,13.3,9.4,77,0.3,120,1.2,90,0.0,0.0,...,0.00,10.0,0,10.0
1298,2021/02/21,03:00,1007.9,1018.2,13.1,9.7,80,0.7,120,1.6,140,0.0,0.0,...,0.00,...,0,...
1299,2021/02/21,04:00,1007.3,1017.7,12.7,9.5,81,0.2,0,1.7,150,0.0,0.0,...,0.00,...,0,...
1300,2021/02/21,05:00,1007.7,1018.1,12.5,9.5,82,0.2,0,0.8,140,0.0,0.0,...,0.00,10.0,0,9.0
1301,2021/02/21,06:00,1008.4,1018.8,12.3,9.7,84,0.7,130,1.6,100,0.0,0.0,0.0,0.00,...,0,...
1302,2021/02/21,07:00,1009.5,1019.9,12.6,9.6,82,0.7,140,1.3,140,0.0,0.0,0.0,0.03,...,0,...
1303,2021/02/21,08:00,1010.1,1020.4,15.0,9.6,70,0.4,170,1.6,150,0.0,0.0,0.6,0.45,10.0,0,0.0
1304,2021/02/21,09:00,1010.3,1020.5,17.5,10.6,64,0.6,200,1.6,190,0.0,0.0,1.0,1.32,10.0,2,1.0
1305,2021/02/21,10:00,1010.5,1020.6,20.3,9.6,50,1.0,240,3.2,250,0.0,0.0,1.0,2.11,...,4,...
1306,2021/02/21,11:00,1009.6,1019.7,21.9,8.4,42,2.1,200,4.3,240,0.0,0.0,1.0,2.76,15.0,6,1.0
1307,2021/02/21,12:00,1008.5,1018.5,24.0,3.9,27,2.3,200,6.6,180,0.0,0.0,1.0,3.15,...,8,...
1308,2021/02/21,13:00,1007.6,1017.6,24.1,5.0,29,2.4,220,5.9,180,0.0,0.0,1.0,3.17,...,8,...
1309,2021/02/21,14:00,1007.0,1017.0,24.1,4.0,27,1.7,230,6.2,160,0.0,0.0,1.0,2.88,15.0,6,5.0
1310,2021/02/21,15:00,1006.3,1016.3,24.0,3.9,27,2.0,240,6.0,240,0.0,0.0,1.0,2.34,...,4,...
1311,2021/02/21,16:00,1006.5,1016.5,23.0,0.2,22,1.4,270,6.1,260,0.0,0.0,1.0,1.68,...,2,...
1312,2021/02/21,17:00,1006.9,1016.9,21.7,-0.9,22,1.7,260,5.3,270,0.0,0.0,1.0,0.90,15.0,1,0.0
1313,2021/02/21,18:00,1006.9,1017.0,20.1,2.0,30,0.9,260,3.4,260,0.0,0.0,0.6,0.17,...,0,...
1314,2021/02/21,19:00,1007.0,1017.1,18.9,3.1,35,0.7,340,2.1,250,0.0,0.0,0.0,0.00,...,0,...
1315,2021/02/21,20:00,1007.9,1018.1,17.7,3.2,38,0.7,150,1.8,360,0.0,0.0,...,0.00,10.0,0,0.0
1316,2021/02/21,21:00,1008.2,1018.4,16.6,4.0,43,0.7,120,2.1,70,0.0,0.0,...,0.00,12.0,0,0.0
1317,2021/02/21,22:00,1008.3,1018.6,15.6,3.7,45,0.8,140,1.7,110,0.0,0.0,...,0.00,...,0,...
1318,2021/02/21,23:00,1008.1,1018.4,14.8,4.5,50,0.6,130,1.9,100,0.0,0.0,...,0.00,12.0,0,0.0
1319,2021/02/21,24:00,1008.3,1018.6,14.2,4.8,53,0.6,120,1.6,120,0.0,0.0,...,0.00,...,0,...
1320,2021/02/22,01:00,1007.7,1018.0,13.7,4.8,55,0.7,110,1.6,140,0.0,0.0,...,0.00,...,0,...
1321,2021/02/22,02:00,1007.1,1017.4,13.6,5.3,57,0.5,100,1.0,80,0.0,0.0,...,0.00,12.0,0,0.0
1322,2021/02/22,03:00,1006.3,1016.6,13.5,5.9,60,0.3,80,1.4,110,0.0,0.0,...,0.00,...,0,...
1323,2021/02/22,04:00,1006.1,1016.4,13.0,6.1,63,0.3,100,1.3,90,0.0,0.0,...,0.00,...,0,...
1324,2021/02/22,05:00,1006.3,1016.6,12.8,6.6,66,0.6,150,1.4,160,0.0,0.0,...,0.00,12.0,0,0.0
1325,2021/02/22,06:00,1007.0,1017.4,12.6,7.3,70,0.3,140,1.3,140,0.0,0.0,0.0,0.00,...,0,...
1326,2021/02/22,07:00,1007.6,1017.9,13.1,7.6,69,0.4,160,1.3,160,0.0,0.0,0.0,0.03,...,0,...
1327,2021/02/22,08:00,1007.7,1017.9,15.9,7.7,58,0.3,160,1.0,140,0.0,0.0,0.6,0.49,12.0,0,0.0
1328,2021/02/22,09:00,1007.8,1017.9,18.9,8.0,49,0.2,0,1.8,180,0.0,0.0,1.0,1.43,12.0,2,0.0
1329,2021/02/22,10:00,1008.0,1018.0,22.3,8.1,40,0.9,200,2.4,180,0.0,0.0,1.0,2.16,...,4,...
1330,2021/02/22,11:00,1007.4,1017.4,24.0,5.9,31,0.9,220,3.0,250,0.0,0.0,1.0,2.75,15.0,6,0.0
1331,2021/02/22,12:00,1006.4,1016.3,24.9,8.4,35,1.5,280,3.5,240,0.0,0.0,1.0,3.11,...,8,...
1332,2021/02/22,13:00,1005.4,1015.3,25.8,9.6,36,2.0,220,4.3,260,0.0,0.0,1.0,3.16,...,8,...
1333,2021/02/22,14:00,1004.9,1014.8,26.1,11.9,41,2.0,260,5.5,250,0.0,0.0,1.0,2.90,15.0,7,0.0
1334,2021/02/22,15:00,1004.3,1014.2,26.4,10.6,37,1.4,320,5.0,260,0.0,0.0,1.0,2.40,...,5,...
1335,2021/02/22,16:00,1004.1,1014.0,25.3,10.8,40,1.5,340,4.2,340,0.0,0.0,1.0,1.69,...,2,...
1336,2021/02/22,17:00,1004.3,1014.2,24.2,11.6,45,2.5,350,5.5,350,0.0,0.0,1.0,0.87,12.0,1,0.0
1337,2021/02/22,18:00,1004.8,1014.8,22.1,12.1,53,2.1,340,5.7,340,0.0,0.0,0.6,0.17,...,0,...
1338,2021/02/22,19:00,1005.6,1015.6,21.2,12.4,57,1.2,340,3.8,290,0.0,0.0,0.0,0.00,...,0,...
1339,2021/02/22,20:00,1006.4,1016.5,20.3,12.6,61,1.7,10,4.4,360,0.0,0.0,...,0.00,12.0,0,0.0
1340,2021/02/22,21:00,1006.6,1016.7,18.9,12.9,68,0.4,360,3.2,30,0.0,0.0,...,0.00,12.0,0,0.0
1341,2021/02/22,22:00,1007.0,1017.2,17.9,13.0,73,0.9,140,2.4,300,0.0,0.0,...,0.00,...,0,...
1342,2021/02/22,23:00,1007.5,1017.7,17.9,12.6,71,0.5,90,1.6,130,0.0,0.0,...,0.00,10.0,0,0.0
1343,2021/02/22,24:00,1007.3,1017.5,16.9,12.7,76,0.3,130,1.4,150,0.0,0.0,...,0.00,...,0,...
1344,2021/02/23,01:00,1006.9,1017.1,16.3,12.7,79,0.3,80,1.6,140,0.0,0.0,...,0.00,...,0,...
1345,2021/02/23,02:00,1006.4,1016.6,16.1,12.7,80,0.4,90,1.1,80,0.0,0.0,...,0.00,12.0,0,0.0
1346,2021/02/23,03:00,1005.6,1015.8,15.9,12.7,81,0.5,100,1.4,90,0.0,0.0,...,0.00,...,0,...
1347,2021/02/23,04:00,1005.1,1015.3,15.4,12.5,83,0.6,130,1.3,110,0.0,0.0,...,0.00,...,0,...
1348,2021/02/23,05:00,1005.3,1015.5,15.6,12.4,81,0.4,140,1.5,140,0.0,0.0,...,0.00,10.0,0,0.0
1349,2021/02/23,06:00,1005.2,1015.4,16.3,12.5,78,0.2,0,1.3,140,0.0,0.0,0.0,0.00,...,0,...
1350,2021/02/23,07:00,1005.8,1016.0,16.4,12.4,77,0.6,130,1.7,160,0.0,0.0,0.0,0.04,...,0,...
1351,2021/02/23,08:00,1006.1,1016.2,18.3,12.1,67,0.8,310,2.5,350,0.0,0.0,0.5,0.58,20.0,0,2.0
1352,2021/02/23,09:00,1006.1,1016.2,20.8,12.5,59,1.0,10,3.1,360,0.0,0.0,0.8,1.36,20.0,2,8.0
1353,2021/02/23,10:00,1005.9,1015.9,23.4,13.6,54,1.2,260,3.1,240,0.0,0.0,0.5,1.37,...,3,...
