Station,direction,id,date,time,num,dest,delay,type
0,Fengyuan,backward,1,weekday,not_commuting_time,3147,Chaozhou,no_delay,4
1,Fengyuan,backward,2,weekday,to_work,2103,Chiayi,short_delay,4
2,Fengyuan,backward,3,weekday,to_work,3157,Chaozhou,short_delay,4
3,Fengyuan,backward,4,weekday,to_work,2601,Fengyuan,no_delay,4
4,Fengyuan,backward,5,weekday,to_work,2113,Chiayi,short_delay,4
5,Fengyuan,backward,6,weekday,to_work,2115,Changhua,no_delay,4
6,Fengyuan,backward,7,weekday,to_work,3167,Chaozhou,short_delay,4
7,Fengyuan,backward,8,weekday,to_work,2011,Changhua,short_delay,4
8,Fengyuan,backward,9,weekday,to_work,2603,Fengyuan,no_delay,4
9,Fengyuan,backward,10,weekday,to_work,2123,Chiayi,short_delay,4
10,Fengyuan,backward,11,weekday,to_work,2607,Fengyuan,no_delay,4
11,Fengyuan,backward,12,weekday,to_work,3177,Chaozhou,short_delay,4
12,Fengyuan,backward,13,weekday,to_work,2131,Changhua,short_delay,4
13,Fengyuan,backward,14,weekday,to_work,2133,Chiayi,no_delay,4
14,Fengyuan,backward,15,weekday,not_commuting_time,105,Pingtung,no_delay,2
15,Fengyuan,backward,16,weekday,not_commuting_time,3187,Chaozhou,short_delay,4
16,Fengyuan,backward,17,weekday,not_commuting_time,2143,Chiayi,no_delay,4
17,Fengyuan,backward,18,weekday,not_commuting_time,113,Pingtung,no_delay,2
18,Fengyuan,backward,19,weekday,not_commuting_time,3197,Chaozhou,short_delay,4
19,Fengyuan,backward,20,weekday,not_commuting_time,2611,Fengyuan,no_delay,4
20,Fengyuan,backward,21,weekday,not_commuting_time,2153,Chiayi,no_delay,4
21,Fengyuan,backward,22,weekday,not_commuting_time,115,Pingtung,short_delay,2
22,Fengyuan,backward,23,weekday,not_commuting_time,3207,Pingtung,no_delay,4
23,Fengyuan,backward,24,weekday,not_commuting_time,2163,Chiayi,short_delay,4
24,Fengyuan,backward,25,weekday,not_commuting_time,117,Chaozhou,long_delay,2
25,Fengyuan,backward,26,weekday,not_commuting_time,2613,Fengyuan,short_delay,4
26,Fengyuan,backward,27,weekday,not_commuting_time,3217,Chaozhou,no_delay,4
27,Fengyuan,backward,28,weekday,not_commuting_time,2173,Chiayi,long_delay,4
